Data,Nazwa stacji,Lokalizacja,Województwo,Temperatura wody[°C]
2023-06-23,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,brak danych
2023-06-23,HEL,Morze Bałtyckie,pomorskie,16.6
2023-06-23,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,21.7
2023-06-23,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,22.8
2023-06-23,PUCK,Morze Bałtyckie,pomorskie,21.7
2023-06-23,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,20.5
2023-06-23,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,24.0
2023-06-23,DADAJ,Jez. Dadaj,warmińsko-mazurskie,22.0
2023-06-23,GARDNA WIELKA,Jez. Gardno,pomorskie,19.6
2023-06-23,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,22.4
2023-06-23,IZBICA,Jez. Łebsko,pomorskie,20.0
2023-06-23,SIKORY,Jez. Komorze,zachodniopomorskie,23.8
2023-06-23,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,22.1
2023-06-23,IŃSKO,Jez. Ińsko,zachodniopomorskie,22.4
2023-06-23,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,23.4
2023-06-23,BUNTOWO,Jez. Sławianowskie,wielkopolskie,24.2
2023-06-23,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,22.9
2023-06-23,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,22.2
2023-06-23,BORUCINO,Jez. Raduńskie Górne,pomorskie,21.2
2023-06-23,JASIEŃ,Jez. Jasień Pd.,pomorskie,22.8
2023-06-23,POWIDZ,Jez. Powidzkie,wielkopolskie,23.5
2023-06-23,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,24.7
2023-06-23,RADZYŃ,Jez. Sławskie,lubuskie,22.9
2023-06-23,PRZEŁAZY,Jez. Niesłysz,lubuskie,23.2
2023-06-23,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,25.8
2023-06-23,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,23.8
2023-06-23,CHARZYKOWY,Jez. Charzykowskie,pomorskie,22.6
2023-06-23,JEZIORNA,Jez. Wdzydze,pomorskie,21.7
2023-06-23,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,23.1
2023-06-24,BORKI,Jez. Litygajno,warmińsko-mazurskie,22.2
2023-06-24,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,22.2
2023-06-24,MALDANIN,Jez. Roś,warmińsko-mazurskie,21.8
2023-06-24,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,22.0
2023-06-24,WRÓBEL,Jez. Hańcza,podlaskie,21.6
2023-06-24,WÓLKA,Jez. Rospuda Filipowska,podlaskie,22.4
2023-06-24,WIGRY,Jez. Wigry,podlaskie,22.8
2023-06-24,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,23.2
2023-06-24,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,22.6
2023-06-24,EŁK,Jez. Ełckie,warmińsko-mazurskie,22.7
2023-06-24,PUCK,Morze Bałtyckie,pomorskie,21.8
2023-06-24,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,23.8
2023-06-24,MORSKIE OKO,Morskie Oko,małopolskie,brak danych
2023-06-24,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,20.9
2023-06-24,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,23.6
2023-06-24,ŚWINOUJŚCIE,Bałtyk,zachodniopomorskie,18.6
2023-06-24,MIĘDZYZDROJE,Bałtyk,zachodniopomorskie,19.0
2023-06-24,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,18.3
2023-06-24,USTKA,Morze Bałtyckie,pomorskie,18.5
2023-06-24,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,brak danych
2023-06-24,HEL,Morze Bałtyckie,pomorskie,17.0
2023-06-24,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,22.4
2023-06-24,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,21.5
2023-06-24,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,22.8
2023-06-24,DADAJ,Jez. Dadaj,warmińsko-mazurskie,21.4
2023-06-24,GARDNA WIELKA,Jez. Gardno,pomorskie,19.0
2023-06-24,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,21.4
2023-06-24,IZBICA,Jez. Łebsko,pomorskie,19.2
2023-06-24,SIKORY,Jez. Komorze,zachodniopomorskie,23.3
2023-06-24,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,21.6
2023-06-24,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,21.8
2023-06-24,IŃSKO,Jez. Ińsko,zachodniopomorskie,21.8
2023-06-24,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,22.7
2023-06-24,BUNTOWO,Jez. Sławianowskie,wielkopolskie,23.5
2023-06-24,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,22.9
2023-06-24,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,21.0
2023-06-24,BORUCINO,Jez. Raduńskie Górne,pomorskie,20.8
2023-06-24,JEZIORNA,Jez. Wdzydze,pomorskie,21.2
2023-06-24,CHARZYKOWY,Jez. Charzykowskie,pomorskie,22.0
2023-06-24,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,23.0
2023-06-24,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,22.3
2023-06-24,PRZEŁAZY,Jez. Niesłysz,lubuskie,21.8
2023-06-24,RADZYŃ,Jez. Sławskie,lubuskie,23.8
2023-06-24,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,22.6
2023-06-24,POWIDZ,Jez. Powidzkie,wielkopolskie,brak danych
2023-06-24,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,25.8
2023-06-24,JASIEŃ,Jez. Jasień Pd.,pomorskie,22.2
2023-06-25,BORKI,Jez. Litygajno,warmińsko-mazurskie,22.0
2023-06-25,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,2.8
2023-06-25,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,23.0
2023-06-25,MALDANIN,Jez. Roś,warmińsko-mazurskie,22.0
2023-06-25,WÓLKA,Jez. Rospuda Filipowska,podlaskie,22.6
2023-06-25,WRÓBEL,Jez. Hańcza,podlaskie,21.8
2023-06-25,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,21.8
2023-06-25,EŁK,Jez. Ełckie,warmińsko-mazurskie,22.7
2023-06-25,WIGRY,Jez. Wigry,podlaskie,22.4
2023-06-25,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,22.4
2023-06-25,MIĘDZYZDROJE,Bałtyk,zachodniopomorskie,20.0
2023-06-25,MORSKIE OKO,Morskie Oko,małopolskie,brak danych
2023-06-25,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,21.8
2023-06-25,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,23.0
2023-06-25,ŚWINOUJŚCIE,Bałtyk,zachodniopomorskie,20.2
2023-06-25,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,19.4
2023-06-25,USTKA,Morze Bałtyckie,pomorskie,-1.7
2023-06-25,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,brak danych
2023-06-25,HEL,Morze Bałtyckie,pomorskie,16.8
2023-06-25,PUCK,Morze Bałtyckie,pomorskie,21.7
2023-06-25,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,20.4
2023-06-25,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,23.7
2023-06-25,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,21.8
2023-06-25,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,21.2
2023-06-25,DADAJ,Jez. Dadaj,warmińsko-mazurskie,21.3
2023-06-25,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,21.4
2023-06-25,IZBICA,Jez. Łebsko,pomorskie,19.0
2023-06-25,SIKORY,Jez. Komorze,zachodniopomorskie,23.5
2023-06-25,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,21.0
2023-06-25,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,21.0
2023-06-25,IŃSKO,Jez. Ińsko,zachodniopomorskie,21.8
2023-06-25,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,22.8
2023-06-25,BUNTOWO,Jez. Sławianowskie,wielkopolskie,23.4
2023-06-25,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,22.2
2023-06-25,JASIEŃ,Jez. Jasień Pd.,pomorskie,22.0
2023-06-25,GARDNA WIELKA,Jez. Gardno,pomorskie,19.2
2023-06-25,JEZIORNA,Jez. Wdzydze,pomorskie,21.0
2023-06-25,CHARZYKOWY,Jez. Charzykowskie,pomorskie,22.2
2023-06-25,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,22.8
2023-06-25,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,22.3
2023-06-25,PRZEŁAZY,Jez. Niesłysz,lubuskie,22.8
2023-06-25,RADZYŃ,Jez. Sławskie,lubuskie,23.7
2023-06-25,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,22.1
2023-06-25,POWIDZ,Jez. Powidzkie,wielkopolskie,brak danych
2023-06-25,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,25.8
2023-06-25,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,22.6
2023-06-25,BORUCINO,Jez. Raduńskie Górne,pomorskie,21.2
2023-06-26,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,23.0
2023-06-26,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,23.1
2023-06-26,WIGRY,Jez. Wigry,podlaskie,22.4
2023-06-26,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,21.5
2023-06-26,WRÓBEL,Jez. Hańcza,podlaskie,22.1
2023-06-26,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,21.8
2023-06-26,MALDANIN,Jez. Roś,warmińsko-mazurskie,22.2
2023-06-26,BORKI,Jez. Litygajno,warmińsko-mazurskie,21.8
2023-06-26,WÓLKA,Jez. Rospuda Filipowska,podlaskie,23.0
2023-06-26,EŁK,Jez. Ełckie,warmińsko-mazurskie,22.8
2023-06-26,ŚWINOUJŚCIE,Bałtyk,zachodniopomorskie,20.8
2023-06-26,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,23.6
2023-06-26,MORSKIE OKO,Morskie Oko,małopolskie,brak danych
2023-06-26,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,22.7
2023-06-26,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,23.2
2023-06-26,MIĘDZYZDROJE,Bałtyk,zachodniopomorskie,19.8
2023-06-26,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,19.5
2023-06-26,USTKA,Morze Bałtyckie,pomorskie,17.8
2023-06-26,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,brak danych
2023-06-26,HEL,Morze Bałtyckie,pomorskie,17.1
2023-06-26,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,22.1
2023-06-26,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,22.2
2023-06-26,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,21.6
2023-06-26,PUCK,Morze Bałtyckie,pomorskie,21.9
2023-06-26,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,23.5
2023-06-26,GARDNA WIELKA,Jez. Gardno,pomorskie,20.5
2023-06-26,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,22.8
2023-06-26,IZBICA,Jez. Łebsko,pomorskie,brak danych
2023-06-26,SIKORY,Jez. Komorze,zachodniopomorskie,23.6
2023-06-26,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,22.0
2023-06-26,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,21.8
2023-06-26,IŃSKO,Jez. Ińsko,zachodniopomorskie,22.4
2023-06-26,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,23.4
2023-06-26,BUNTOWO,Jez. Sławianowskie,wielkopolskie,23.3
2023-06-26,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,23.2
2023-06-26,DADAJ,Jez. Dadaj,warmińsko-mazurskie,22.0
2023-06-26,BORUCINO,Jez. Raduńskie Górne,pomorskie,21.3
2023-06-26,JEZIORNA,Jez. Wdzydze,pomorskie,22.0
2023-06-26,CHARZYKOWY,Jez. Charzykowskie,pomorskie,22.7
2023-06-26,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,23.2
2023-06-26,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,22.8
2023-06-26,PRZEŁAZY,Jez. Niesłysz,lubuskie,22.8
2023-06-26,RADZYŃ,Jez. Sławskie,lubuskie,24.5
2023-06-26,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,22.6
2023-06-26,POWIDZ,Jez. Powidzkie,wielkopolskie,22.3
2023-06-26,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,26.0
2023-06-26,JASIEŃ,Jez. Jasień Pd.,pomorskie,22.2
2023-06-27,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,22.8
2023-06-27,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,22.8
2023-06-27,WIGRY,Jez. Wigry,podlaskie,22.2
2023-06-27,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,21.5
2023-06-27,WRÓBEL,Jez. Hańcza,podlaskie,22.3
2023-06-27,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,22.4
2023-06-27,MALDANIN,Jez. Roś,warmińsko-mazurskie,22.3
2023-06-27,BORKI,Jez. Litygajno,warmińsko-mazurskie,22.4
2023-06-27,WÓLKA,Jez. Rospuda Filipowska,podlaskie,23.0
2023-06-27,EŁK,Jez. Ełckie,warmińsko-mazurskie,23.1
2023-06-27,ŚWINOUJŚCIE,Bałtyk,zachodniopomorskie,19.8
2023-06-27,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,23.8
2023-06-27,MORSKIE OKO,Morskie Oko,małopolskie,brak danych
2023-06-27,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,brak danych
2023-06-27,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,22.2
2023-06-27,MIĘDZYZDROJE,Bałtyk,zachodniopomorskie,brak danych
2023-06-27,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,20.0
2023-06-27,USTKA,Morze Bałtyckie,pomorskie,19.6
2023-06-27,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,brak danych
2023-06-27,HEL,Morze Bałtyckie,pomorskie,18.8
2023-06-27,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,22.0
2023-06-27,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,22.4
2023-06-27,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,21.0
2023-06-27,PUCK,Morze Bałtyckie,pomorskie,21.8
2023-06-27,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,23.6
2023-06-27,GARDNA WIELKA,Jez. Gardno,pomorskie,20.0
2023-06-27,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,21.4
2023-06-27,IZBICA,Jez. Łebsko,pomorskie,22.1
2023-06-27,SIKORY,Jez. Komorze,zachodniopomorskie,24.0
2023-06-27,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,22.1
2023-06-27,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,23.4
2023-06-27,IŃSKO,Jez. Ińsko,zachodniopomorskie,22.2
2023-06-27,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,23.3
2023-06-27,BUNTOWO,Jez. Sławianowskie,wielkopolskie,23.2
2023-06-27,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,22.8
2023-06-27,DADAJ,Jez. Dadaj,warmińsko-mazurskie,22.5
2023-06-27,BORUCINO,Jez. Raduńskie Górne,pomorskie,21.5
2023-06-27,JEZIORNA,Jez. Wdzydze,pomorskie,22.1
2023-06-27,CHARZYKOWY,Jez. Charzykowskie,pomorskie,22.1
2023-06-27,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,23.0
2023-06-27,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,22.1
2023-06-27,PRZEŁAZY,Jez. Niesłysz,lubuskie,22.4
2023-06-27,RADZYŃ,Jez. Sławskie,lubuskie,24.2
2023-06-27,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,22.7
2023-06-27,POWIDZ,Jez. Powidzkie,wielkopolskie,21.7
2023-06-27,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,27.1
2023-06-27,JASIEŃ,Jez. Jasień Pd.,pomorskie,23.6
2023-06-28,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,22.4
2023-06-28,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,22.7
2023-06-28,WIGRY,Jez. Wigry,podlaskie,21.0
2023-06-28,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,20.5
2023-06-28,WRÓBEL,Jez. Hańcza,podlaskie,21.1
2023-06-28,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,20.8
2023-06-28,MALDANIN,Jez. Roś,warmińsko-mazurskie,20.8
2023-06-28,BORKI,Jez. Litygajno,warmińsko-mazurskie,21.2
2023-06-28,WÓLKA,Jez. Rospuda Filipowska,podlaskie,22.6
2023-06-28,EŁK,Jez. Ełckie,warmińsko-mazurskie,21.7
2023-06-28,ŚWINOUJŚCIE,Bałtyk,zachodniopomorskie,19.4
2023-06-28,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,23.8
2023-06-28,MORSKIE OKO,Morskie Oko,małopolskie,brak danych
2023-06-28,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,19.9
2023-06-28,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,21.6
2023-06-28,MIĘDZYZDROJE,Bałtyk,zachodniopomorskie,18.8
2023-06-28,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,20.0
2023-06-28,USTKA,Morze Bałtyckie,pomorskie,18.8
2023-06-28,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,brak danych
2023-06-28,HEL,Morze Bałtyckie,pomorskie,17.6
2023-06-28,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,20.7
2023-06-28,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,21.3
2023-06-28,PUCK,Morze Bałtyckie,pomorskie,20.7
2023-06-28,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,20.2
2023-06-28,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,22.6
2023-06-28,DADAJ,Jez. Dadaj,warmińsko-mazurskie,20.7
2023-06-28,GARDNA WIELKA,Jez. Gardno,pomorskie,19.2
2023-06-28,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,20.6
2023-06-28,IZBICA,Jez. Łebsko,pomorskie,18.1
2023-06-28,SIKORY,Jez. Komorze,zachodniopomorskie,23.0
2023-06-28,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,21.4
2023-06-28,IŃSKO,Jez. Ińsko,zachodniopomorskie,21.4
2023-06-28,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,22.4
2023-06-28,BUNTOWO,Jez. Sławianowskie,wielkopolskie,22.2
2023-06-28,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,23.5
2023-06-28,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,21.8
2023-06-28,BORUCINO,Jez. Raduńskie Górne,pomorskie,21.1
2023-06-28,JASIEŃ,Jez. Jasień Pd.,pomorskie,22.8
2023-06-28,POWIDZ,Jez. Powidzkie,wielkopolskie,20.8
2023-06-28,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,21.6
2023-06-28,RADZYŃ,Jez. Sławskie,lubuskie,23.1
2023-06-28,PRZEŁAZY,Jez. Niesłysz,lubuskie,21.2
2023-06-28,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,26.7
2023-06-28,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,22.2
2023-06-28,CHARZYKOWY,Jez. Charzykowskie,pomorskie,21.8
2023-06-28,JEZIORNA,Jez. Wdzydze,pomorskie,21.2
2023-06-28,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,21.7
2023-06-29,BORKI,Jez. Litygajno,warmińsko-mazurskie,20.8
2023-06-29,MALDANIN,Jez. Roś,warmińsko-mazurskie,20.5
2023-06-29,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,20.8
2023-06-29,PUCK,Morze Bałtyckie,pomorskie,21.6
2023-06-29,WRÓBEL,Jez. Hańcza,podlaskie,21.0
2023-06-29,WÓLKA,Jez. Rospuda Filipowska,podlaskie,22.6
2023-06-29,WIGRY,Jez. Wigry,podlaskie,21.2
2023-06-29,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,21.9
2023-06-29,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,22.0
2023-06-29,EŁK,Jez. Ełckie,warmińsko-mazurskie,21.5
2023-06-29,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,20.1
2023-06-29,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,22.4
2023-06-29,MORSKIE OKO,Morskie Oko,małopolskie,brak danych
2023-06-29,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,19.4
2023-06-29,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,21.2
2023-06-29,ŚWINOUJŚCIE,Bałtyk,zachodniopomorskie,20.0
2023-06-29,MIĘDZYZDROJE,Bałtyk,zachodniopomorskie,19.2
2023-06-29,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,19.1
2023-06-29,USTKA,Morze Bałtyckie,pomorskie,18.5
2023-06-29,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,brak danych
2023-06-29,HEL,Morze Bałtyckie,pomorskie,17.2
2023-06-29,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,21.0
2023-06-29,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,20.9
2023-06-29,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,21.3
2023-06-29,DADAJ,Jez. Dadaj,warmińsko-mazurskie,21.0
2023-06-29,GARDNA WIELKA,Jez. Gardno,pomorskie,19.0
2023-06-29,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,20.8
2023-06-29,IZBICA,Jez. Łebsko,pomorskie,18.0
2023-06-29,SIKORY,Jez. Komorze,zachodniopomorskie,23.9
2023-06-29,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,20.8
2023-06-29,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,20.8
2023-06-29,IŃSKO,Jez. Ińsko,zachodniopomorskie,20.8
2023-06-29,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,21.9
2023-06-29,BUNTOWO,Jez. Sławianowskie,wielkopolskie,21.4
2023-06-29,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,23.0
2023-06-29,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,20.5
2023-06-29,BORUCINO,Jez. Raduńskie Górne,pomorskie,20.9
2023-06-29,JEZIORNA,Jez. Wdzydze,pomorskie,21.2
2023-06-29,CHARZYKOWY,Jez. Charzykowskie,pomorskie,21.7
2023-06-29,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,21.4
2023-06-29,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,21.1
2023-06-29,PRZEŁAZY,Jez. Niesłysz,lubuskie,21.2
2023-06-29,RADZYŃ,Jez. Sławskie,lubuskie,22.1
2023-06-29,POWIDZ,Jez. Powidzkie,wielkopolskie,20.0
2023-06-29,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,26.7
2023-06-29,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,22.4
2023-06-29,JASIEŃ,Jez. Jasień Pd.,pomorskie,22.4
2023-06-30,BORKI,Jez. Litygajno,warmińsko-mazurskie,20.8
2023-06-30,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,21.9
2023-06-30,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,22.2
2023-06-30,MALDANIN,Jez. Roś,warmińsko-mazurskie,21.3
2023-06-30,WÓLKA,Jez. Rospuda Filipowska,podlaskie,22.6
2023-06-30,WRÓBEL,Jez. Hańcza,podlaskie,21.2
2023-06-30,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,21.0
2023-06-30,EŁK,Jez. Ełckie,warmińsko-mazurskie,21.5
2023-06-30,WIGRY,Jez. Wigry,podlaskie,21.4
2023-06-30,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,21.2
2023-06-30,MIĘDZYZDROJE,Bałtyk,zachodniopomorskie,19.4
2023-06-30,MORSKIE OKO,Morskie Oko,małopolskie,brak danych
2023-06-30,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,22.0
2023-06-30,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,21.0
2023-06-30,ŚWINOUJŚCIE,Bałtyk,zachodniopomorskie,20.6
2023-06-30,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,19.9
2023-06-30,USTKA,Morze Bałtyckie,pomorskie,19.3
2023-06-30,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,brak danych
2023-06-30,HEL,Morze Bałtyckie,pomorskie,17.6
2023-06-30,PUCK,Morze Bałtyckie,pomorskie,brak danych
2023-06-30,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,20.3
2023-06-30,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,24.4
2023-06-30,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,20.9
2023-06-30,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,20.1
2023-06-30,DADAJ,Jez. Dadaj,warmińsko-mazurskie,20.8
2023-06-30,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,21.8
2023-06-30,IZBICA,Jez. Łebsko,pomorskie,21.1
2023-06-30,SIKORY,Jez. Komorze,zachodniopomorskie,23.3
2023-06-30,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,21.8
2023-06-30,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,21.4
2023-06-30,IŃSKO,Jez. Ińsko,zachodniopomorskie,21.4
2023-06-30,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,22.3
2023-06-30,BUNTOWO,Jez. Sławianowskie,wielkopolskie,22.2
2023-06-30,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,23.5
2023-06-30,JASIEŃ,Jez. Jasień Pd.,pomorskie,22.6
2023-06-30,GARDNA WIELKA,Jez. Gardno,pomorskie,18.8
2023-06-30,JEZIORNA,Jez. Wdzydze,pomorskie,21.7
2023-06-30,CHARZYKOWY,Jez. Charzykowskie,pomorskie,22.2
2023-06-30,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,22.2
2023-06-30,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,21.3
